,candidate_name,candidate_party,link,seat_name,state
701,ANDERSON Chad,Independent,https://www.abc.net.au/news/elections/federal/2019/guide/leic/,Leichhardt,QLD
702,FAITH Elida,Australian Labor Party,https://www.abc.net.au/news/elections/federal/2019/guide/leic/,Leichhardt,QLD
703,MACDONALD Ross,Pauline Hanson's One Nation,https://www.abc.net.au/news/elections/federal/2019/guide/leic/,Leichhardt,QLD
704,McCARTHY Daniel,Katter's Australian Party (KAP),https://www.abc.net.au/news/elections/federal/2019/guide/leic/,Leichhardt,QLD
705,SACKLEY Jen,United Australia Party,https://www.abc.net.au/news/elections/federal/2019/guide/leic/,Leichhardt,QLD
706,ENTSCH Warren,Liberal National Party of Queensland,https://www.abc.net.au/news/elections/federal/2019/guide/leic/,Leichhardt,QLD
707,OLIVER Gary,The Greens,https://www.abc.net.au/news/elections/federal/2019/guide/leic/,Leichhardt,QLD
708,BELL-HENSELIN Tracey,Pauline Hanson's One Nation,https://www.abc.net.au/news/elections/federal/2019/guide/lill/,Lilley,QLD
709,COLES Don,FRASER ANNING'S CONSERVATIVE NATIONAL PARTY,https://www.abc.net.au/news/elections/federal/2019/guide/lill/,Lilley,QLD
710,CROOK Mike,Socialist Alliance,https://www.abc.net.au/news/elections/federal/2019/guide/lill/,Lilley,QLD
711,CARSWELL Brad,Liberal National Party of Queensland,https://www.abc.net.au/news/elections/federal/2019/guide/lill/,Lilley,QLD
712,WELLS Anika,Australian Labor Party,https://www.abc.net.au/news/elections/federal/2019/guide/lill/,Lilley,QLD
713,MEYER John,The Greens,https://www.abc.net.au/news/elections/federal/2019/guide/lill/,Lilley,QLD
714,McCLAER David Bruce,United Australia Party,https://www.abc.net.au/news/elections/federal/2019/guide/lill/,Lilley,QLD
715,YOUNG Terry,Liberal National Party of Queensland,https://www.abc.net.au/news/elections/federal/2019/guide/long/,Longman,QLD
716,MAHER Bailey James,United Australia Party,https://www.abc.net.au/news/elections/federal/2019/guide/long/,Longman,QLD
717,YOUNG Jono,Australian Progressives,https://www.abc.net.au/news/elections/federal/2019/guide/long/,Longman,QLD
718,LAMB Susan,Australian Labor Party,https://www.abc.net.au/news/elections/federal/2019/guide/long/,Longman,QLD
719,SCHUBACK Peter Keith,Australia First Party,https://www.abc.net.au/news/elections/federal/2019/guide/long/,Longman,QLD
720,THOMSON Matthew,Pauline Hanson's One Nation,https://www.abc.net.au/news/elections/federal/2019/guide/long/,Longman,QLD
721,PAULKE Dave,FRASER ANNING'S CONSERVATIVE NATIONAL PARTY,https://www.abc.net.au/news/elections/federal/2019/guide/long/,Longman,QLD
722,DEJUN Simone,The Greens,https://www.abc.net.au/news/elections/federal/2019/guide/long/,Longman,QLD
723,LITTLE Linda,Australian Labor Party,https://www.abc.net.au/news/elections/federal/2019/guide/mara/,Maranoa,QLD
724,LITTLEPROUD David,Liberal National Party of Queensland,https://www.abc.net.au/news/elections/federal/2019/guide/mara/,Maranoa,QLD
725,WALLIS Anthony,Katter's Australian Party (KAP),https://www.abc.net.au/news/elections/federal/2019/guide/mara/,Maranoa,QLD
726,SAUNDERS Julie Marie,United Australia Party,https://www.abc.net.au/news/elections/federal/2019/guide/mara/,Maranoa,QLD
727,CHRISTIANSEN Darren Lee,FRASER ANNING'S CONSERVATIVE NATIONAL PARTY,https://www.abc.net.au/news/elections/federal/2019/guide/mara/,Maranoa,QLD
728,MOULDEN Rosemary,Pauline Hanson's One Nation,https://www.abc.net.au/news/elections/federal/2019/guide/mara/,Maranoa,QLD
729,CHIDLEY Emmeline,The Greens,https://www.abc.net.au/news/elections/federal/2019/guide/mara/,Maranoa,QLD
730,SANTELISES Aaron,Australian Labor Party,https://www.abc.net.au/news/elections/federal/2019/guide/mcph/,McPherson,QLD
731,CROWE Scott,Liberal Democrats,https://www.abc.net.au/news/elections/federal/2019/guide/mcph/,McPherson,QLD
732,KAFF Michael,Independent,https://www.abc.net.au/news/elections/federal/2019/guide/mcph/,McPherson,QLD
733,QUINN Alan,The Greens,https://www.abc.net.au/news/elections/federal/2019/guide/mcph/,McPherson,QLD
734,ANDREWS Karen,Liberal National Party of Queensland,https://www.abc.net.au/news/elections/federal/2019/guide/mcph/,McPherson,QLD
735,GAFFY Sean Gordon,FRASER ANNING'S CONSERVATIVE NATIONAL PARTY,https://www.abc.net.au/news/elections/federal/2019/guide/mcph/,McPherson,QLD
736,STEWART Renee,Animal Justice Party,https://www.abc.net.au/news/elections/federal/2019/guide/mcph/,McPherson,QLD
737,MacKENZIE Fiona Kay,United Australia Party,https://www.abc.net.au/news/elections/federal/2019/guide/mcph/,McPherson,QLD
738,SPELLMAN John,Pauline Hanson's One Nation,https://www.abc.net.au/news/elections/federal/2019/guide/mcph/,McPherson,QLD
739,FREEMAN Karla,Animal Justice Party,https://www.abc.net.au/news/elections/federal/2019/guide/monc/,Moncrieff,QLD
740,BELL Angie,Liberal National Party of Queensland,https://www.abc.net.au/news/elections/federal/2019/guide/monc/,Moncrieff,QLD
741,SIBSON Vanessa,Pauline Hanson's One Nation,https://www.abc.net.au/news/elections/federal/2019/guide/monc/,Moncrieff,QLD
742,SPAIN Sally,The Greens,https://www.abc.net.au/news/elections/federal/2019/guide/monc/,Moncrieff,QLD
743,EILOLA Garry Paul,United Australia Party,https://www.abc.net.au/news/elections/federal/2019/guide/monc/,Moncrieff,QLD
744,LONG Darren Alan,FRASER ANNING'S CONSERVATIVE NATIONAL PARTY,https://www.abc.net.au/news/elections/federal/2019/guide/monc/,Moncrieff,QLD
745,BELL Tracey,Australian Labor Party,https://www.abc.net.au/news/elections/federal/2019/guide/monc/,Moncrieff,QLD
746,GRYPHON S,Liberal Democrats,https://www.abc.net.au/news/elections/federal/2019/guide/monc/,Moncrieff,QLD
747,NIEASS Aaron,FRASER ANNING'S CONSERVATIVE NATIONAL PARTY,https://www.abc.net.au/news/elections/federal/2019/guide/more/,Moreton,QLD
748,PERRETT Graham,Australian Labor Party,https://www.abc.net.au/news/elections/federal/2019/guide/more/,Moreton,QLD
749,O'BRIEN Patsy,The Greens,https://www.abc.net.au/news/elections/federal/2019/guide/more/,Moreton,QLD
750,LAWRENCE William,Pauline Hanson's One Nation,https://www.abc.net.au/news/elections/federal/2019/guide/more/,Moreton,QLD
751,OWEN Angela,Liberal National Party of Queensland,https://www.abc.net.au/news/elections/federal/2019/guide/more/,Moreton,QLD
752,BROWN Jenny-Rebecca,United Australia Party,https://www.abc.net.au/news/elections/federal/2019/guide/more/,Moreton,QLD
753,BAUER Russell,Liberal National Party of Queensland,https://www.abc.net.au/news/elections/federal/2019/guide/oxle/,Oxley,QLD
754,PURCELL Steven,The Greens,https://www.abc.net.au/news/elections/federal/2019/guide/oxle/,Oxley,QLD
755,DICK Milton,Australian Labor Party,https://www.abc.net.au/news/elections/federal/2019/guide/oxle/,Oxley,QLD
756,FERGUSON Ian Maurice,United Australia Party,https://www.abc.net.au/news/elections/federal/2019/guide/oxle/,Oxley,QLD
757,LINDBOM Janet,Pauline Hanson's One Nation,https://www.abc.net.au/news/elections/federal/2019/guide/oxle/,Oxley,QLD
758,HEAD Mike,Socialist Equality Party,https://www.abc.net.au/news/elections/federal/2019/guide/oxle/,Oxley,QLD
759,MOERLAND Scott,FRASER ANNING'S CONSERVATIVE NATIONAL PARTY,https://www.abc.net.au/news/elections/federal/2019/guide/oxle/,Oxley,QLD
760,HOPKINS Troy,United Australia Party,https://www.abc.net.au/news/elections/federal/2019/guide/petr/,Petrie,QLD
761,HOWARTH Luke,Liberal National Party of Queensland,https://www.abc.net.au/news/elections/federal/2019/guide/petr/,Petrie,QLD
762,AAI REDDY Nikhil,Pauline Hanson's One Nation,https://www.abc.net.au/news/elections/federal/2019/guide/petr/,Petrie,QLD
763,MULHOLLAND Corinne,Australian Labor Party,https://www.abc.net.au/news/elections/federal/2019/guide/petr/,Petrie,QLD
764,FOWLER Neville John,FRASER ANNING'S CONSERVATIVE NATIONAL PARTY,https://www.abc.net.au/news/elections/federal/2019/guide/petr/,Petrie,QLD
765,KENNEDY Jason,The Greens,https://www.abc.net.au/news/elections/federal/2019/guide/petr/,Petrie,QLD
766,CHALMERS Jim,Australian Labor Party,https://www.abc.net.au/news/elections/federal/2019/guide/rank/,Rankin,QLD
767,REDDY Shyamal,United Australia Party,https://www.abc.net.au/news/elections/federal/2019/guide/rank/,Rankin,QLD
768,COTTER Neil,The Greens,https://www.abc.net.au/news/elections/federal/2019/guide/rank/,Rankin,QLD
769,SCHNEIDER Jesse,Pauline Hanson's One Nation,https://www.abc.net.au/news/elections/federal/2019/guide/rank/,Rankin,QLD
770,ANDREWS Peter James,FRASER ANNING'S CONSERVATIVE NATIONAL PARTY,https://www.abc.net.au/news/elections/federal/2019/guide/rank/,Rankin,QLD
771,DAVIES Ric,Liberal Democrats,https://www.abc.net.au/news/elections/federal/2019/guide/rank/,Rankin,QLD
772,PATTISON Clinton,Liberal National Party of Queensland,https://www.abc.net.au/news/elections/federal/2019/guide/rank/,Rankin,QLD
773,MOHAMMAD Yusuf,Independent,https://www.abc.net.au/news/elections/federal/2019/guide/rank/,Rankin,QLD
774,COSSAR Peter,Australian Labor Party,https://www.abc.net.au/news/elections/federal/2019/guide/ryan/,Ryan,QLD
775,CROUCH Larry Edward,United Australia Party,https://www.abc.net.au/news/elections/federal/2019/guide/ryan/,Ryan,QLD
776,WEBB Joanne,Animal Justice Party,https://www.abc.net.au/news/elections/federal/2019/guide/ryan/,Ryan,QLD
777,MILES Rodney,Pauline Hanson's One Nation,https://www.abc.net.au/news/elections/federal/2019/guide/ryan/,Ryan,QLD
778,SIMMONDS Julian,Liberal National Party of Queensland,https://www.abc.net.au/news/elections/federal/2019/guide/ryan/,Ryan,QLD
779,SCHOERMER Jake,The Greens,https://www.abc.net.au/news/elections/federal/2019/guide/ryan/,Ryan,QLD
780,BANKS Andrew,FRASER ANNING'S CONSERVATIVE NATIONAL PARTY,https://www.abc.net.au/news/elections/federal/2019/guide/ryan/,Ryan,QLD
781,BRYAR Daniel,The Greens,https://www.abc.net.au/news/elections/federal/2019/guide/wbay/,Wide Bay,QLD
782,SCANES Jason,Australian Labor Party,https://www.abc.net.au/news/elections/federal/2019/guide/wbay/,Wide Bay,QLD
783,SCHEBELLA Andrew,United Australia Party,https://www.abc.net.au/news/elections/federal/2019/guide/wbay/,Wide Bay,QLD
784,O'BRIEN Llew,Liberal National Party of Queensland,https://www.abc.net.au/news/elections/federal/2019/guide/wbay/,Wide Bay,QLD
785,JEROME Tim,Independent,https://www.abc.net.au/news/elections/federal/2019/guide/wbay/,Wide Bay,QLD
786,SMITH Jasmine,FRASER ANNING'S CONSERVATIVE NATIONAL PARTY,https://www.abc.net.au/news/elections/federal/2019/guide/wbay/,Wide Bay,QLD
787,VICO Aaron,Pauline Hanson's One Nation,https://www.abc.net.au/news/elections/federal/2019/guide/wbay/,Wide Bay,QLD
788,WRIGHT David William,United Australia Party,https://www.abc.net.au/news/elections/federal/2019/guide/wrig/,Wright,QLD
789,GIRARD Shannon,The Greens,https://www.abc.net.au/news/elections/federal/2019/guide/wrig/,Wright,QLD
790,LARKIN Innes,Independent,https://www.abc.net.au/news/elections/federal/2019/guide/wrig/,Wright,QLD
791,McCREADIE Pam,Australian Labor Party,https://www.abc.net.au/news/elections/federal/2019/guide/wrig/,Wright,QLD
792,SMITH Rod,FRASER ANNING'S CONSERVATIVE NATIONAL PARTY,https://www.abc.net.au/news/elections/federal/2019/guide/wrig/,Wright,QLD
793,TOMLINSON Matthew,Katter's Australian Party (KAP),https://www.abc.net.au/news/elections/federal/2019/guide/wrig/,Wright,QLD
794,O'CALLAGHAN Chris,Pauline Hanson's One Nation,https://www.abc.net.au/news/elections/federal/2019/guide/wrig/,Wright,QLD
795,BUCHHOLZ Scott,Liberal National Party of Queensland,https://www.abc.net.au/news/elections/federal/2019/guide/wrig/,Wright,QLD
796,VANDER VEN Janine Joy,Australian Christians,https://www.abc.net.au/news/elections/federal/2019/guide/bran/,Brand,WA
797,KING Madeleine,Australian Labor Party,https://www.abc.net.au/news/elections/federal/2019/guide/bran/,Brand,WA
798,PLEITER Jack,Liberal,https://www.abc.net.au/news/elections/federal/2019/guide/bran/,Brand,WA
799,MILLS Karen-Lee,FRASER ANNING'S CONSERVATIVE NATIONAL PARTY,https://www.abc.net.au/news/elections/federal/2019/guide/bran/,Brand,WA
800,FREEMAN Jody,The Greens (WA),https://www.abc.net.au/news/elections/federal/2019/guide/bran/,Brand,WA
801,JONES Trevor,United Australia Party,https://www.abc.net.au/news/elections/federal/2019/guide/bran/,Brand,WA
802,PHELAN Blake,WESTERN AUSTRALIA PARTY,https://www.abc.net.au/news/elections/federal/2019/guide/bran/,Brand,WA
803,CARTER Travis,Pauline Hanson's One Nation,https://www.abc.net.au/news/elections/federal/2019/guide/bran/,Brand,WA
804,COLLINS Simone,The Greens (WA),https://www.abc.net.au/news/elections/federal/2019/guide/burt/,Burt,WA
805,KEOGH Matt,Australian Labor Party,https://www.abc.net.au/news/elections/federal/2019/guide/burt/,Burt,WA
806,DEVINCENTIS Nicole,Pauline Hanson's One Nation,https://www.abc.net.au/news/elections/federal/2019/guide/burt/,Burt,WA
807,SAGISAKA Sarcha,WESTERN AUSTRALIA PARTY,https://www.abc.net.au/news/elections/federal/2019/guide/burt/,Burt,WA
808,NATION Naomi,Independent,https://www.abc.net.au/news/elections/federal/2019/guide/burt/,Burt,WA
809,GOODE David,Liberal,https://www.abc.net.au/news/elections/federal/2019/guide/burt/,Burt,WA
810,CHAWLA Sahil,United Australia Party,https://www.abc.net.au/news/elections/federal/2019/guide/burt/,Burt,WA
811,SPYKER Warnar,Australian Christians,https://www.abc.net.au/news/elections/federal/2019/guide/burt/,Burt,WA
812,RAFFAELLI Peter Joseph,"Shooters, Fishers and Farmers",https://www.abc.net.au/news/elections/federal/2019/guide/burt/,Burt,WA
813,HEFFERNAN Malcolm Phillip,FRASER ANNING'S CONSERVATIVE NATIONAL PARTY,https://www.abc.net.au/news/elections/federal/2019/guide/cann/,Canning,WA
814,WREFORD Jackson,Pauline Hanson's One Nation,https://www.abc.net.au/news/elections/federal/2019/guide/cann/,Canning,WA
815,van BURGEL Jamie,Australian Christians,https://www.abc.net.au/news/elections/federal/2019/guide/cann/,Canning,WA
816,MOFFAT Jodie,The Greens (WA),https://www.abc.net.au/news/elections/federal/2019/guide/cann/,Canning,WA
817,VEEVERS Steve,United Australia Party,https://www.abc.net.au/news/elections/federal/2019/guide/cann/,Canning,WA
818,HASTIE Andrew,Liberal,https://www.abc.net.au/news/elections/federal/2019/guide/cann/,Canning,WA
819,TEEDE Mellisa,Australian Labor Party,https://www.abc.net.au/news/elections/federal/2019/guide/cann/,Canning,WA
820,CLARKE Brett,WESTERN AUSTRALIA PARTY,https://www.abc.net.au/news/elections/federal/2019/guide/cann/,Canning,WA
821,COOPER Mark,The Greens (WA),https://www.abc.net.au/news/elections/federal/2019/guide/cowa/,Cowan,WA
822,ALY Anne,Australian Labor Party,https://www.abc.net.au/news/elections/federal/2019/guide/cowa/,Cowan,WA
823,WESTCOTT Peter,United Australia Party,https://www.abc.net.au/news/elections/federal/2019/guide/cowa/,Cowan,WA
824,LEBRASSE Andre,Australian Christians,https://www.abc.net.au/news/elections/federal/2019/guide/cowa/,Cowan,WA
825,MUNDY Sheila,Pauline Hanson's One Nation,https://www.abc.net.au/news/elections/federal/2019/guide/cowa/,Cowan,WA
826,BEDFORD Paul James,"Shooters, Fishers and Farmers",https://www.abc.net.au/news/elections/federal/2019/guide/cowa/,Cowan,WA
827,STEWART Isaac,Liberal,https://www.abc.net.au/news/elections/federal/2019/guide/cowa/,Cowan,WA
828,LEVER Joan Anne,United Australia Party,https://www.abc.net.au/news/elections/federal/2019/guide/curt/,Curtin,WA
829,PIDGEON Cameron,The Greens (WA),https://www.abc.net.au/news/elections/federal/2019/guide/curt/,Curtin,WA
830,HAMMOND Celia,Liberal,https://www.abc.net.au/news/elections/federal/2019/guide/curt/,Curtin,WA
831,STEWART Louise,Independent,https://www.abc.net.au/news/elections/federal/2019/guide/curt/,Curtin,WA
832,EDGAR Bill,Pauline Hanson's One Nation,https://www.abc.net.au/news/elections/federal/2019/guide/curt/,Curtin,WA
833,KINGSFORD Deonne,Australian Christians,https://www.abc.net.au/news/elections/federal/2019/guide/curt/,Curtin,WA
834,MEECHAM Rob,Australian Labor Party,https://www.abc.net.au/news/elections/federal/2019/guide/curt/,Curtin,WA
835,MANGANO Andrew,WESTERN AUSTRALIA PARTY,https://www.abc.net.au/news/elections/federal/2019/guide/curt/,Curtin,WA
836,PRICE Melissa,Liberal,https://www.abc.net.au/news/elections/federal/2019/guide/dura/,Durack,WA
837,MOUNSEY Gary,WESTERN AUSTRALIA PARTY,https://www.abc.net.au/news/elections/federal/2019/guide/dura/,Durack,WA
838,GOULD Grahame,Pauline Hanson's One Nation,https://www.abc.net.au/news/elections/federal/2019/guide/dura/,Durack,WA
839,MAMID Johani,The Greens (WA),https://www.abc.net.au/news/elections/federal/2019/guide/dura/,Durack,WA
840,MORROW Sharyn,Australian Labor Party,https://www.abc.net.au/news/elections/federal/2019/guide/dura/,Durack,WA
841,HATTON Brenden,United Australia Party,https://www.abc.net.au/news/elections/federal/2019/guide/dura/,Durack,WA
842,BOURNE Scott,The Nationals,https://www.abc.net.au/news/elections/federal/2019/guide/dura/,Durack,WA
843,BOSHAMMER Nerilee,The Greens (WA),https://www.abc.net.au/news/elections/federal/2019/guide/forr/,Forrest,WA
844,McCALL Mark,"Shooters, Fishers and Farmers",https://www.abc.net.au/news/elections/federal/2019/guide/forr/,Forrest,WA
845,MARINO Nola,Liberal,https://www.abc.net.au/news/elections/federal/2019/guide/forr/,Forrest,WA
846,JAMIESON Kalven Wayne,Pauline Hanson's One Nation,https://www.abc.net.au/news/elections/federal/2019/guide/forr/,Forrest,WA
847,MARSDEN Alexander,Independent,https://www.abc.net.au/news/elections/federal/2019/guide/forr/,Forrest,WA
848,MOLYNEUX Ian Bruce,WESTERN AUSTRALIA PARTY,https://www.abc.net.au/news/elections/federal/2019/guide/forr/,Forrest,WA
849,SANFORD Wayne,Australian Labor Party,https://www.abc.net.au/news/elections/federal/2019/guide/forr/,Forrest,WA
850,BROMLEY Dale Geoffrey,United Australia Party,https://www.abc.net.au/news/elections/federal/2019/guide/forr/,Forrest,WA
851,KNAPP Janetia,WESTERN AUSTRALIA PARTY,https://www.abc.net.au/news/elections/federal/2019/guide/frem/,Fremantle,WA
852,WILSON Josh,Australian Labor Party,https://www.abc.net.au/news/elections/federal/2019/guide/frem/,Fremantle,WA
853,WEARY Brett,Pauline Hanson's One Nation,https://www.abc.net.au/news/elections/federal/2019/guide/frem/,Fremantle,WA
854,LEVER Fatima,United Australia Party,https://www.abc.net.au/news/elections/federal/2019/guide/frem/,Fremantle,WA
855,WAINWRIGHT Sam,Socialist Alliance,https://www.abc.net.au/news/elections/federal/2019/guide/frem/,Fremantle,WA
856,ROBINS Nicole,Liberal,https://www.abc.net.au/news/elections/federal/2019/guide/frem/,Fremantle,WA
857,HUTCHINSON Jesse,The Greens (WA),https://www.abc.net.au/news/elections/federal/2019/guide/frem/,Fremantle,WA
858,MULDER Laetisia,Australian Christians,https://www.abc.net.au/news/elections/federal/2019/guide/frem/,Fremantle,WA
859,WHITE-HARTIG Fiona,"Shooters, Fishers and Farmers",https://www.abc.net.au/news/elections/federal/2019/guide/hasl/,Hasluck,WA
860,PHELAN Stephen,WESTERN AUSTRALIA PARTY,https://www.abc.net.au/news/elections/federal/2019/guide/hasl/,Hasluck,WA
861,WYATT Ken,Liberal,https://www.abc.net.au/news/elections/federal/2019/guide/hasl/,Hasluck,WA
862,MARTIN James,Australian Labor Party,https://www.abc.net.au/news/elections/federal/2019/guide/hasl/,Hasluck,WA
863,WILLIAMS Brady John,Australian Christians,https://www.abc.net.au/news/elections/federal/2019/guide/hasl/,Hasluck,WA
864,ORR Tim,Pauline Hanson's One Nation,https://www.abc.net.au/news/elections/federal/2019/guide/hasl/,Hasluck,WA
865,DALE Mike,United Australia Party,https://www.abc.net.au/news/elections/federal/2019/guide/hasl/,Hasluck,WA
866,MILES Lee-Anne,The Greens (WA),https://www.abc.net.au/news/elections/federal/2019/guide/hasl/,Hasluck,WA
867,WALSH Tyler,Pauline Hanson's One Nation,https://www.abc.net.au/news/elections/federal/2019/guide/moor/,Moore,WA
868,GOODENOUGH Ian,Liberal,https://www.abc.net.au/news/elections/federal/2019/guide/moor/,Moore,WA
869,VUJCICH Daniel,The Greens (WA),https://www.abc.net.au/news/elections/federal/2019/guide/moor/,Moore,WA
870,HOST Rex,Australian Christians,https://www.abc.net.au/news/elections/federal/2019/guide/moor/,Moore,WA
871,JACOBS Jen,WESTERN AUSTRALIA PARTY,https://www.abc.net.au/news/elections/federal/2019/guide/moor/,Moore,WA
872,O'GORMAN Tony,Australian Labor Party,https://www.abc.net.au/news/elections/federal/2019/guide/moor/,Moore,WA
873,MURPHY Ziggi,Independent,https://www.abc.net.au/news/elections/federal/2019/guide/moor/,Moore,WA
874,CHILCOTT Rod,United Australia Party,https://www.abc.net.au/news/elections/federal/2019/guide/moor/,Moore,WA
875,HASSELL John,The Nationals,https://www.abc.net.au/news/elections/federal/2019/guide/ocon/,O'Connor,WA
876,GILMOUR Nelson Blake,The Greens (WA),https://www.abc.net.au/news/elections/federal/2019/guide/ocon/,O'Connor,WA
877,PAYNE Shelley,Australian Labor Party,https://www.abc.net.au/news/elections/federal/2019/guide/ocon/,O'Connor,WA
878,FELS Anthony James,United Australia Party,https://www.abc.net.au/news/elections/federal/2019/guide/ocon/,O'Connor,WA
879,WILSON Rick,Liberal,https://www.abc.net.au/news/elections/federal/2019/guide/ocon/,O'Connor,WA
880,'t HART Ian,Australian Christians,https://www.abc.net.au/news/elections/federal/2019/guide/ocon/,O'Connor,WA
881,SWIFT Peter,WESTERN AUSTRALIA PARTY,https://www.abc.net.au/news/elections/federal/2019/guide/ocon/,O'Connor,WA
882,SMITH Dean,Pauline Hanson's One Nation,https://www.abc.net.au/news/elections/federal/2019/guide/ocon/,O'Connor,WA
883,ROBINSON Nicholas Andrew,The Great Australian Party,https://www.abc.net.au/news/elections/federal/2019/guide/ocon/,O'Connor,WA
884,OLD Sandy,Pauline Hanson's One Nation,https://www.abc.net.au/news/elections/federal/2019/guide/pear/,Pearce,WA
885,TRAVERS Kim,Australian Labor Party,https://www.abc.net.au/news/elections/federal/2019/guide/pear/,Pearce,WA
886,PORTER Christian,Liberal,https://www.abc.net.au/news/elections/federal/2019/guide/pear/,Pearce,WA
887,CALAUTTI Michael,WESTERN AUSTRALIA PARTY,https://www.abc.net.au/news/elections/federal/2019/guide/pear/,Pearce,WA
888,STRAUSS Magdeleen,Australian Christians,https://www.abc.net.au/news/elections/federal/2019/guide/pear/,Pearce,WA
889,MARSHALL Eugene,The Greens (WA),https://www.abc.net.au/news/elections/federal/2019/guide/pear/,Pearce,WA
890,BLYTH Steve,The Nationals,https://www.abc.net.au/news/elections/federal/2019/guide/pear/,Pearce,WA
891,FORSTER Rob,United Australia Party,https://www.abc.net.au/news/elections/federal/2019/guide/pear/,Pearce,WA
892,WILLIAMSON Ross,"Shooters, Fishers and Farmers",https://www.abc.net.au/news/elections/federal/2019/guide/pear/,Pearce,WA
893,BUTLAND Colin,Independent,https://www.abc.net.au/news/elections/federal/2019/guide/pear/,Pearce,WA
894,BOXALL Jane,WESTERN AUSTRALIA PARTY,https://www.abc.net.au/news/elections/federal/2019/guide/pert/,Perth,WA
895,GORMAN Patrick,Australian Labor Party,https://www.abc.net.au/news/elections/federal/2019/guide/pert/,Perth,WA
896,GRAYDEN Jim,Liberal,https://www.abc.net.au/news/elections/federal/2019/guide/pert/,Perth,WA
897,DAVIES Gary,Science Party,https://www.abc.net.au/news/elections/federal/2019/guide/pert/,Perth,WA
898,HOPKINS Chas,United Australia Party,https://www.abc.net.au/news/elections/federal/2019/guide/pert/,Perth,WA
899,PERKS Caroline,The Greens (WA),https://www.abc.net.au/news/elections/federal/2019/guide/pert/,Perth,WA
900,LOWNDS Mel,Pauline Hanson's One Nation,https://www.abc.net.au/news/elections/federal/2019/guide/pert/,Perth,WA
901,GREENING Curtis,VOTEFLUX.ORG | Upgrade Democracy!,https://www.abc.net.au/news/elections/federal/2019/guide/pert/,Perth,WA
902,YOUNG Angus,Pauline Hanson's One Nation,https://www.abc.net.au/news/elections/federal/2019/guide/stir/,Stirling,WA
903,CULLITY Judith,The Greens (WA),https://www.abc.net.au/news/elections/federal/2019/guide/stir/,Stirling,WA
904,HUTTON Dorothy,United Australia Party,https://www.abc.net.au/news/elections/federal/2019/guide/stir/,Stirling,WA
905,CONNELLY Vince,Liberal,https://www.abc.net.au/news/elections/federal/2019/guide/stir/,Stirling,WA
906,RE Elizabeth,WESTERN AUSTRALIA PARTY,https://www.abc.net.au/news/elections/federal/2019/guide/stir/,Stirling,WA
907,HOST Kevin,Australian Christians,https://www.abc.net.au/news/elections/federal/2019/guide/stir/,Stirling,WA
908,MARKEY Melita,Australian Labor Party,https://www.abc.net.au/news/elections/federal/2019/guide/stir/,Stirling,WA
909,IRONS Steve,Liberal,https://www.abc.net.au/news/elections/federal/2019/guide/swan/,Swan,WA
910,KLOMP Steve,Australian Christians,https://www.abc.net.au/news/elections/federal/2019/guide/swan/,Swan,WA
911,THOMAS-WURTH Virginia Anne,Animal Justice Party,https://www.abc.net.au/news/elections/federal/2019/guide/swan/,Swan,WA
912,ADDINK Carmel,FRASER ANNING'S CONSERVATIVE NATIONAL PARTY,https://www.abc.net.au/news/elections/federal/2019/guide/swan/,Swan,WA
913,HAWKINS ZEEB Sharron,WESTERN AUSTRALIA PARTY,https://www.abc.net.au/news/elections/federal/2019/guide/swan/,Swan,WA
914,CRAMER Liberty,The Greens (WA),https://www.abc.net.au/news/elections/federal/2019/guide/swan/,Swan,WA
915,CHEHOFF Michael,Australia First Party,https://www.abc.net.au/news/elections/federal/2019/guide/swan/,Swan,WA
916,McLERNON Peter,United Australia Party,https://www.abc.net.au/news/elections/federal/2019/guide/swan/,Swan,WA
917,CHANG Tshung-Hui,Pauline Hanson's One Nation,https://www.abc.net.au/news/elections/federal/2019/guide/swan/,Swan,WA
918,BEAZLEY Hannah,Australian Labor Party,https://www.abc.net.au/news/elections/federal/2019/guide/swan/,Swan,WA
919,BOSWELL Marion,Australian Labor Party,https://www.abc.net.au/news/elections/federal/2019/guide/tang/,Tangney,WA
920,RAFFERTY Scott Rodney,Pauline Hanson's One Nation,https://www.abc.net.au/news/elections/federal/2019/guide/tang/,Tangney,WA
921,HORTON Jillian,Independent,https://www.abc.net.au/news/elections/federal/2019/guide/tang/,Tangney,WA
922,STAER Mark,Australian Christians,https://www.abc.net.au/news/elections/federal/2019/guide/tang/,Tangney,WA
923,WADDY Paul Stephen,Independent,https://www.abc.net.au/news/elections/federal/2019/guide/tang/,Tangney,WA
924,SPENCER Martin,The Greens (WA),https://www.abc.net.au/news/elections/federal/2019/guide/tang/,Tangney,WA
925,MORTON Ben,Liberal,https://www.abc.net.au/news/elections/federal/2019/guide/tang/,Tangney,WA
926,FERNANDEZ Chris,United Australia Party,https://www.abc.net.au/news/elections/federal/2019/guide/tang/,Tangney,WA
927,WAUGH Gavin,WESTERN AUSTRALIA PARTY,https://www.abc.net.au/news/elections/federal/2019/guide/tang/,Tangney,WA
928,JAMES Chris,Australian Democrats,https://www.abc.net.au/news/elections/federal/2019/guide/adel/,Adelaide,SA
929,POCOCK Barbara,The Greens,https://www.abc.net.au/news/elections/federal/2019/guide/adel/,Adelaide,SA
930,GEORGANAS Steve,Australian Labor Party,https://www.abc.net.au/news/elections/federal/2019/guide/adel/,Adelaide,SA
