,candidate_name,candidate_party,link,seat_name,state
234,GRENFELL Oscar,Socialist Equality Party,https://www.abc.net.au/news/elections/federal/2019/guide/parr/,Parramatta,NSW
235,JOSHI Sachin,Liberal,https://www.abc.net.au/news/elections/federal/2019/guide/pate/,Paterson,NSW
236,TURNER Neil,Pauline Hanson's One Nation,https://www.abc.net.au/news/elections/federal/2019/guide/pate/,Paterson,NSW
237,SWANSON Meryl,Labor,https://www.abc.net.au/news/elections/federal/2019/guide/pate/,Paterson,NSW
238,BURSTON Graham,United Australia Party,https://www.abc.net.au/news/elections/federal/2019/guide/pate/,Paterson,NSW
239,DAVIS Jan,The Greens,https://www.abc.net.au/news/elections/federal/2019/guide/pate/,Paterson,NSW
240,VALE Christopher Arthur,Christian Democratic Party (Fred Nile Group),https://www.abc.net.au/news/elections/federal/2019/guide/pate/,Paterson,NSW
241,PIPER Keith,Christian Democratic Party (Fred Nile Group),https://www.abc.net.au/news/elections/federal/2019/guide/reid/,Reid,NSW
242,JAGO Charles,The Greens,https://www.abc.net.au/news/elections/federal/2019/guide/reid/,Reid,NSW
243,CROSBY Sam,Labor,https://www.abc.net.au/news/elections/federal/2019/guide/reid/,Reid,NSW
244,MARTIN Fiona,Liberal,https://www.abc.net.au/news/elections/federal/2019/guide/reid/,Reid,NSW
245,LEE Young,United Australia Party,https://www.abc.net.au/news/elections/federal/2019/guide/reid/,Reid,NSW
246,LAXMANALAL Rohan,Animal Justice Party,https://www.abc.net.au/news/elections/federal/2019/guide/reid/,Reid,NSW
247,McDONALD Ronald,Sustainable Australia,https://www.abc.net.au/news/elections/federal/2019/guide/rich/,Richmond,NSW
248,MITCHELL Hamish Jenkin,United Australia Party,https://www.abc.net.au/news/elections/federal/2019/guide/rich/,Richmond,NSW
249,COX Morgan,Christian Democratic Party (Fred Nile Group),https://www.abc.net.au/news/elections/federal/2019/guide/rich/,Richmond,NSW
250,ELLIOT Justine,Labor,https://www.abc.net.au/news/elections/federal/2019/guide/rich/,Richmond,NSW
251,KARAM Ray,Independent,https://www.abc.net.au/news/elections/federal/2019/guide/rich/,Richmond,NSW
252,BARNETT Tom,Involuntary Medication Objectors (Vaccination/Fluoride) Part,https://www.abc.net.au/news/elections/federal/2019/guide/rich/,Richmond,NSW
253,FRASER Matthew,The Nationals,https://www.abc.net.au/news/elections/federal/2019/guide/rich/,Richmond,NSW
254,LYON Michael,The Greens,https://www.abc.net.au/news/elections/federal/2019/guide/rich/,Richmond,NSW
255,McCORMACK Michael,The Nationals,https://www.abc.net.au/news/elections/federal/2019/guide/rive/,Riverina,NSW
256,BAYLES Michael,The Greens,https://www.abc.net.au/news/elections/federal/2019/guide/rive/,Riverina,NSW
257,JEFFRESON Mark,Labor,https://www.abc.net.au/news/elections/federal/2019/guide/rive/,Riverina,NSW
258,FOLEY Richard,United Australia Party,https://www.abc.net.au/news/elections/federal/2019/guide/rive/,Riverina,NSW
259,SINGER Judy,Sustainable Australia,https://www.abc.net.au/news/elections/federal/2019/guide/robe/,Robertson,NSW
260,MARKS Robert James,United Australia Party,https://www.abc.net.au/news/elections/federal/2019/guide/robe/,Robertson,NSW
261,STUCKEN Fiona Phoebe,Christian Democratic Party (Fred Nile Group),https://www.abc.net.au/news/elections/federal/2019/guide/robe/,Robertson,NSW
262,ABRAHAMS David Fraser,Independent,https://www.abc.net.au/news/elections/federal/2019/guide/robe/,Robertson,NSW
263,WICKS Lucy,Liberal,https://www.abc.net.au/news/elections/federal/2019/guide/robe/,Robertson,NSW
264,CONNOR Cath,The Greens,https://www.abc.net.au/news/elections/federal/2019/guide/robe/,Robertson,NSW
265,BREMNER YOUNG Sean,Animal Justice Party,https://www.abc.net.au/news/elections/federal/2019/guide/robe/,Robertson,NSW
266,CHARLTON Anne,Labor,https://www.abc.net.au/news/elections/federal/2019/guide/robe/,Robertson,NSW
267,NEWBURY Susan,Sustainable Australia,https://www.abc.net.au/news/elections/federal/2019/guide/shor/,Shortland,NSW
268,YU Xing,Christian Democratic Party (Fred Nile Group),https://www.abc.net.au/news/elections/federal/2019/guide/shor/,Shortland,NSW
269,CONROY Pat,Labor,https://www.abc.net.au/news/elections/federal/2019/guide/shor/,Shortland,NSW
270,RIFAI Dani,United Australia Party,https://www.abc.net.au/news/elections/federal/2019/guide/shor/,Shortland,NSW
271,CAMPBELL Wylie,The Greens,https://www.abc.net.au/news/elections/federal/2019/guide/shor/,Shortland,NSW
272,McGRATH Bryan,Animal Justice Party,https://www.abc.net.au/news/elections/federal/2019/guide/shor/,Shortland,NSW
273,McGILL Nell,Liberal,https://www.abc.net.au/news/elections/federal/2019/guide/shor/,Shortland,NSW
274,MUNRO Jacqui,Liberal,https://www.abc.net.au/news/elections/federal/2019/guide/sydn/,Sydney,NSW
275,HAMMOND Aaron,Science Party,https://www.abc.net.au/news/elections/federal/2019/guide/sydn/,Sydney,NSW
276,PLIBERSEK Tanya,Labor,https://www.abc.net.au/news/elections/federal/2019/guide/sydn/,Sydney,NSW
277,HOLT Adam,United Australia Party,https://www.abc.net.au/news/elections/federal/2019/guide/sydn/,Sydney,NSW
278,THOMPSON Matthew,The Greens,https://www.abc.net.au/news/elections/federal/2019/guide/sydn/,Sydney,NSW
279,REDDIN Rebecca,Christian Democratic Party (Fred Nile Group),https://www.abc.net.au/news/elections/federal/2019/guide/sydn/,Sydney,NSW
280,BARNES Heather,Animal Justice Party,https://www.abc.net.au/news/elections/federal/2019/guide/warr/,Warringah,NSW
281,MOYLAN Susan,Independent,https://www.abc.net.au/news/elections/federal/2019/guide/warr/,Warringah,NSW
282,HARRIS Dean,Labor,https://www.abc.net.au/news/elections/federal/2019/guide/warr/,Warringah,NSW
283,PALETTO Emanuele,Sustainable Australia,https://www.abc.net.au/news/elections/federal/2019/guide/warr/,Warringah,NSW
284,WRIGHTSON Suellen Marree,United Australia Party,https://www.abc.net.au/news/elections/federal/2019/guide/warr/,Warringah,NSW
285,ABBOTT Tony,Liberal,https://www.abc.net.au/news/elections/federal/2019/guide/warr/,Warringah,NSW
286,CLARE Brian,FRASER ANNING'S CONSERVATIVE NATIONAL PARTY,https://www.abc.net.au/news/elections/federal/2019/guide/warr/,Warringah,NSW
287,STEGGALL Zali,Independent,https://www.abc.net.au/news/elections/federal/2019/guide/warr/,Warringah,NSW
288,BLAIKLOCK Jason,Christian Democratic Party (Fred Nile Group),https://www.abc.net.au/news/elections/federal/2019/guide/warr/,Warringah,NSW
289,GLANVILLE Kristyn,The Greens,https://www.abc.net.au/news/elections/federal/2019/guide/warr/,Warringah,NSW
290,WRIGHTSON Dean,United Australia Party,https://www.abc.net.au/news/elections/federal/2019/guide/wats/,Watson,NSW
291,SCHUBERT Karl,Christian Democratic Party (Fred Nile Group),https://www.abc.net.au/news/elections/federal/2019/guide/wats/,Watson,NSW
292,ZENG Raymond,Science Party,https://www.abc.net.au/news/elections/federal/2019/guide/wats/,Watson,NSW
293,de BHALDRAITHE Emmet,The Greens,https://www.abc.net.au/news/elections/federal/2019/guide/wats/,Watson,NSW
294,BURKE Tony,Labor,https://www.abc.net.au/news/elections/federal/2019/guide/wats/,Watson,NSW
295,ZAMAN Mohammad,Liberal,https://www.abc.net.au/news/elections/federal/2019/guide/wats/,Watson,NSW
296,DRAKE-BROCKMAN Matthew,Independent,https://www.abc.net.au/news/elections/federal/2019/guide/went/,Wentworth,NSW
297,MURRAY Tim,Labor,https://www.abc.net.au/news/elections/federal/2019/guide/went/,Wentworth,NSW
298,BLOOMFIELD Michael John,United Australia Party,https://www.abc.net.au/news/elections/federal/2019/guide/went/,Wentworth,NSW
299,TREACY Paul,Christian Democratic Party (Fred Nile Group),https://www.abc.net.au/news/elections/federal/2019/guide/went/,Wentworth,NSW
300,SHARMA Dave,Liberal,https://www.abc.net.au/news/elections/federal/2019/guide/went/,Wentworth,NSW
301,KANAK Dominic Wy,The Greens,https://www.abc.net.au/news/elections/federal/2019/guide/went/,Wentworth,NSW
302,PHELPS Kerryn,Independent,https://www.abc.net.au/news/elections/federal/2019/guide/went/,Wentworth,NSW
303,STOREY Narelle,Christian Democratic Party (Fred Nile Group),https://www.abc.net.au/news/elections/federal/2019/guide/werr/,Werriwa,NSW
304,MILLER Shayne,Liberal,https://www.abc.net.au/news/elections/federal/2019/guide/werr/,Werriwa,NSW
305,WESTERBERG Signe,The Greens,https://www.abc.net.au/news/elections/federal/2019/guide/werr/,Werriwa,NSW
306,WHITE Michael,Independent,https://www.abc.net.au/news/elections/federal/2019/guide/werr/,Werriwa,NSW
307,TSIRIPLIS Ignatios,United Australia Party,https://www.abc.net.au/news/elections/federal/2019/guide/werr/,Werriwa,NSW
308,STANLEY Anne Maree,Labor,https://www.abc.net.au/news/elections/federal/2019/guide/werr/,Werriwa,NSW
309,CUDA Angelo,United Australia Party,https://www.abc.net.au/news/elections/federal/2019/guide/whit/,Whitlam,NSW
310,NERO Frank Rodolfo,Christian Democratic Party (Fred Nile Group),https://www.abc.net.au/news/elections/federal/2019/guide/whit/,Whitlam,NSW
311,WENTWORTH Stephen,The Nationals,https://www.abc.net.au/news/elections/federal/2019/guide/whit/,Whitlam,NSW
312,JONES Stephen,Labor,https://www.abc.net.au/news/elections/federal/2019/guide/whit/,Whitlam,NSW
313,DIXON Jamie,The Greens,https://www.abc.net.au/news/elections/federal/2019/guide/whit/,Whitlam,NSW
314,DAVIS Ken,Sustainable Australia,https://www.abc.net.au/news/elections/federal/2019/guide/whit/,Whitlam,NSW
315,TUDGE Alan,Liberal,https://www.abc.net.au/news/elections/federal/2019/guide/asto/,Aston,VIC
316,COOKSON Asher,The Greens (VIC),https://www.abc.net.au/news/elections/federal/2019/guide/asto/,Aston,VIC
317,PETHIYAGODA Kadira,Australian Labor Party,https://www.abc.net.au/news/elections/federal/2019/guide/asto/,Aston,VIC
318,SIRIANNI-DUFFY Matthew,United Australia Party,https://www.abc.net.au/news/elections/federal/2019/guide/asto/,Aston,VIC
319,KENNEDY Anna,Labour DLP,https://www.abc.net.au/news/elections/federal/2019/guide/asto/,Aston,VIC
320,HILLS Bryn,Animal Justice Party,https://www.abc.net.au/news/elections/federal/2019/guide/ball/,Ballarat,VIC
321,COZYN Peter,United Australia Party,https://www.abc.net.au/news/elections/federal/2019/guide/ball/,Ballarat,VIC
322,GRAHAM Alex,Independent,https://www.abc.net.au/news/elections/federal/2019/guide/ball/,Ballarat,VIC
323,SHADY Nick,Independent,https://www.abc.net.au/news/elections/federal/2019/guide/ball/,Ballarat,VIC
324,McALOON Karen,The Greens (VIC),https://www.abc.net.au/news/elections/federal/2019/guide/ball/,Ballarat,VIC
325,VO Tim,Liberal,https://www.abc.net.au/news/elections/federal/2019/guide/ball/,Ballarat,VIC
326,KING Catherine,Australian Labor Party,https://www.abc.net.au/news/elections/federal/2019/guide/ball/,Ballarat,VIC
327,BUDDE Sharon,Rise Up Australia Party,https://www.abc.net.au/news/elections/federal/2019/guide/bend/,Bendigo,VIC
328,HOLIAN Robert,The Greens (VIC),https://www.abc.net.au/news/elections/federal/2019/guide/bend/,Bendigo,VIC
329,CHESTERS Lisa,Australian Labor Party,https://www.abc.net.au/news/elections/federal/2019/guide/bend/,Bendigo,VIC
330,VEITCH Adam,United Australia Party,https://www.abc.net.au/news/elections/federal/2019/guide/bend/,Bendigo,VIC
331,GAYED Sam,Liberal,https://www.abc.net.au/news/elections/federal/2019/guide/bend/,Bendigo,VIC
332,WILLIAMS Vaughan,Pauline Hanson's One Nation,https://www.abc.net.au/news/elections/federal/2019/guide/bend/,Bendigo,VIC
333,HOSKIN Julie,FRASER ANNING'S CONSERVATIVE NATIONAL PARTY,https://www.abc.net.au/news/elections/federal/2019/guide/bend/,Bendigo,VIC
334,BOYANTON Tim,FRASER ANNING'S CONSERVATIVE NATIONAL PARTY,https://www.abc.net.au/news/elections/federal/2019/guide/bruc/,Bruce,VIC
335,AHMED Mubahil,United Australia Party,https://www.abc.net.au/news/elections/federal/2019/guide/bruc/,Bruce,VIC
336,MacISAAC John,Liberal,https://www.abc.net.au/news/elections/federal/2019/guide/bruc/,Bruce,VIC
337,HILL Julian,Australian Labor Party,https://www.abc.net.au/news/elections/federal/2019/guide/bruc/,Bruce,VIC
338,GARAD Rhonda,The Greens (VIC),https://www.abc.net.au/news/elections/federal/2019/guide/bruc/,Bruce,VIC
339,KERR Keith,Citizens Electoral Council,https://www.abc.net.au/news/elections/federal/2019/guide/calw/,Calwell,VIC
340,MORGAN Polly,The Greens (VIC),https://www.abc.net.au/news/elections/federal/2019/guide/calw/,Calwell,VIC
341,VAMVAKINOU Maria,Australian Labor Party,https://www.abc.net.au/news/elections/federal/2019/guide/calw/,Calwell,VIC
342,VAIL Adam,FRASER ANNING'S CONSERVATIVE NATIONAL PARTY,https://www.abc.net.au/news/elections/federal/2019/guide/calw/,Calwell,VIC
343,SMALL Jerome,Victorian Socialists,https://www.abc.net.au/news/elections/federal/2019/guide/calw/,Calwell,VIC
344,CHHABRA Prakul,United Australia Party,https://www.abc.net.au/news/elections/federal/2019/guide/calw/,Calwell,VIC
345,BYRNE Peter,Socialist Equality Party,https://www.abc.net.au/news/elections/federal/2019/guide/calw/,Calwell,VIC
346,HAMILTON Genevieve,Liberal,https://www.abc.net.au/news/elections/federal/2019/guide/calw/,Calwell,VIC
347,CHARLETON Peter,Independent,https://www.abc.net.au/news/elections/federal/2019/guide/case/,Casey,VIC
348,CALABRO Antony,Rise Up Australia Party,https://www.abc.net.au/news/elections/federal/2019/guide/case/,Casey,VIC
349,McPHEE Ross,Labour DLP,https://www.abc.net.au/news/elections/federal/2019/guide/case/,Casey,VIC
350,BARKER Travis,Animal Justice Party,https://www.abc.net.au/news/elections/federal/2019/guide/case/,Casey,VIC
351,STARKEY Wendy,United Australia Party,https://www.abc.net.au/news/elections/federal/2019/guide/case/,Casey,VIC
352,CLARK Ryan Leslie,Derryn Hinch's Justice Party,https://www.abc.net.au/news/elections/federal/2019/guide/case/,Casey,VIC
353,SMITH Tony,Liberal,https://www.abc.net.au/news/elections/federal/2019/guide/case/,Casey,VIC
354,BRINDLE Bill,Australian Labor Party,https://www.abc.net.au/news/elections/federal/2019/guide/case/,Casey,VIC
355,GAME-LOPATA Jenny,The Greens (VIC),https://www.abc.net.au/news/elections/federal/2019/guide/case/,Casey,VIC
356,O'CONNOR Jayden,The Great Australian Party,https://www.abc.net.au/news/elections/federal/2019/guide/case/,Casey,VIC
357,DOBBY Ian,Independent,https://www.abc.net.au/news/elections/federal/2019/guide/chis/,Chisholm,VIC
358,DORIAN Angela Mary,Rise Up Australia Party,https://www.abc.net.au/news/elections/federal/2019/guide/chis/,Chisholm,VIC
359,ARTHUR Luke,The Greens (VIC),https://www.abc.net.au/news/elections/federal/2019/guide/chis/,Chisholm,VIC
360,LIU Gladys,Liberal,https://www.abc.net.au/news/elections/federal/2019/guide/chis/,Chisholm,VIC
361,LAVIN Rosemary,Animal Justice Party,https://www.abc.net.au/news/elections/federal/2019/guide/chis/,Chisholm,VIC
362,WICKS Anne,Derryn Hinch's Justice Party,https://www.abc.net.au/news/elections/federal/2019/guide/chis/,Chisholm,VIC
363,ZORAYA George,United Australia Party,https://www.abc.net.au/news/elections/federal/2019/guide/chis/,Chisholm,VIC
364,YANG Jennifer,Australian Labor Party,https://www.abc.net.au/news/elections/federal/2019/guide/chis/,Chisholm,VIC
365,JENKINS Philip,Labour DLP,https://www.abc.net.au/news/elections/federal/2019/guide/chis/,Chisholm,VIC
366,VAN LIESHOUT Teresa,Independent,https://www.abc.net.au/news/elections/federal/2019/guide/coop/,Cooper,VIC
367,RUSSELL Sarah,Reason Australia,https://www.abc.net.au/news/elections/federal/2019/guide/coop/,Cooper,VIC
368,NANGLE Brett,United Australia Party,https://www.abc.net.au/news/elections/federal/2019/guide/coop/,Cooper,VIC
369,RICHINGS Nadine,Animal Justice Party,https://www.abc.net.au/news/elections/federal/2019/guide/coop/,Cooper,VIC
370,RISSTROM David,The Greens (VIC),https://www.abc.net.au/news/elections/federal/2019/guide/coop/,Cooper,VIC
371,LARKIN Kath,Victorian Socialists,https://www.abc.net.au/news/elections/federal/2019/guide/coop/,Cooper,VIC
372,KEARNEY Ged,Australian Labor Party,https://www.abc.net.au/news/elections/federal/2019/guide/coop/,Cooper,VIC
373,BELL Andrew,Liberal,https://www.abc.net.au/news/elections/federal/2019/guide/coop/,Cooper,VIC
374,ERSKINE Ian,Rise Up Australia Party,https://www.abc.net.au/news/elections/federal/2019/guide/cora/,Corangamite,VIC
375,COKER Libby,Australian Labor Party,https://www.abc.net.au/news/elections/federal/2019/guide/cora/,Corangamite,VIC
376,NORTHEAST Simon,The Greens (VIC),https://www.abc.net.au/news/elections/federal/2019/guide/cora/,Corangamite,VIC
377,ADAMS Naomi,Animal Justice Party,https://www.abc.net.au/news/elections/federal/2019/guide/cora/,Corangamite,VIC
378,COLE Damien,Independent,https://www.abc.net.au/news/elections/federal/2019/guide/cora/,Corangamite,VIC
379,HENDERSON Sarah,Liberal,https://www.abc.net.au/news/elections/federal/2019/guide/cora/,Corangamite,VIC
380,HARVEY Neil,United Australia Party,https://www.abc.net.au/news/elections/federal/2019/guide/cora/,Corangamite,VIC
381,GRIMLEY Mandy,Derryn Hinch's Justice Party,https://www.abc.net.au/news/elections/federal/2019/guide/cora/,Corangamite,VIC
382,MARLES Richard,Australian Labor Party,https://www.abc.net.au/news/elections/federal/2019/guide/cori/,Corio,VIC
383,THOMSON Alastair,Liberal,https://www.abc.net.au/news/elections/federal/2019/guide/cori/,Corio,VIC
384,FORBES Amber,The Greens (VIC),https://www.abc.net.au/news/elections/federal/2019/guide/cori/,Corio,VIC
385,SANBORN Desmond,United Australia Party,https://www.abc.net.au/news/elections/federal/2019/guide/cori/,Corio,VIC
386,SULLIVAN Ellie Jean,Derryn Hinch's Justice Party,https://www.abc.net.au/news/elections/federal/2019/guide/deak/,Deakin,VIC
387,JANSON Vickie,Independent,https://www.abc.net.au/news/elections/federal/2019/guide/deak/,Deakin,VIC
388,SUN Sophia,The Greens (VIC),https://www.abc.net.au/news/elections/federal/2019/guide/deak/,Deakin,VIC
389,SUKKAR Michael,Liberal,https://www.abc.net.au/news/elections/federal/2019/guide/deak/,Deakin,VIC
390,WILDE Milton,United Australia Party,https://www.abc.net.au/news/elections/federal/2019/guide/deak/,Deakin,VIC
391,COSTANTINO Vinita,Animal Justice Party,https://www.abc.net.au/news/elections/federal/2019/guide/deak/,Deakin,VIC
392,MORRIS Shireen,Australian Labor Party,https://www.abc.net.au/news/elections/federal/2019/guide/deak/,Deakin,VIC
393,van der HORST Joel,Labour DLP,https://www.abc.net.au/news/elections/federal/2019/guide/deak/,Deakin,VIC
394,O'CONNELL Lachlan Andrew,Derryn Hinch's Justice Party,https://www.abc.net.au/news/elections/federal/2019/guide/dunk/,Dunkley,VIC
395,JOHNSTON Elizabeth,Animal Justice Party,https://www.abc.net.au/news/elections/federal/2019/guide/dunk/,Dunkley,VIC
396,JEAN Ron,United Australia Party,https://www.abc.net.au/news/elections/federal/2019/guide/dunk/,Dunkley,VIC
397,MURPHY Peta,Australian Labor Party,https://www.abc.net.au/news/elections/federal/2019/guide/dunk/,Dunkley,VIC
398,GREEN Emily,The Greens (VIC),https://www.abc.net.au/news/elections/federal/2019/guide/dunk/,Dunkley,VIC
399,CREWTHER Chris,Liberal,https://www.abc.net.au/news/elections/federal/2019/guide/dunk/,Dunkley,VIC
400,JAMES Christopher Ronald,FRASER ANNING'S CONSERVATIVE NATIONAL PARTY,https://www.abc.net.au/news/elections/federal/2019/guide/dunk/,Dunkley,VIC
401,GENTLE Yvonne,Rise Up Australia Party,https://www.abc.net.au/news/elections/federal/2019/guide/dunk/,Dunkley,VIC
402,DREGER Harry,Independent,https://www.abc.net.au/news/elections/federal/2019/guide/flin/,Flinders,VIC
403,PERSSON James,Animal Justice Party,https://www.abc.net.au/news/elections/federal/2019/guide/flin/,Flinders,VIC
404,HUNT Greg,Liberal,https://www.abc.net.au/news/elections/federal/2019/guide/flin/,Flinders,VIC
405,SMITH Reade,Sustainable Australia,https://www.abc.net.au/news/elections/federal/2019/guide/flin/,Flinders,VIC
406,SINCLAIR Josh,Australian Labor Party,https://www.abc.net.au/news/elections/federal/2019/guide/flin/,Flinders,VIC
407,LESSLIE Nathan,The Greens (VIC),https://www.abc.net.au/news/elections/federal/2019/guide/flin/,Flinders,VIC
408,McSHANE Christine,United Australia Party,https://www.abc.net.au/news/elections/federal/2019/guide/flin/,Flinders,VIC
409,BANKS Julia,Independent,https://www.abc.net.au/news/elections/federal/2019/guide/flin/,Flinders,VIC
410,BEVERIDGE Susie,Independent,https://www.abc.net.au/news/elections/federal/2019/guide/flin/,Flinders,VIC
411,CHAU Vinh Van,United Australia Party,https://www.abc.net.au/news/elections/federal/2019/guide/fras/,Fraser,VIC
412,BAIN Peter,Liberal,https://www.abc.net.au/news/elections/federal/2019/guide/fras/,Fraser,VIC
413,MULINO Daniel,Australian Labor Party,https://www.abc.net.au/news/elections/federal/2019/guide/fras/,Fraser,VIC
414,DOBRAN Tony,The Great Australian Party,https://www.abc.net.au/news/elections/federal/2019/guide/fras/,Fraser,VIC
415,SCORGIE Rebecca,The Greens (VIC),https://www.abc.net.au/news/elections/federal/2019/guide/fras/,Fraser,VIC
416,TRAN Van,Independent,https://www.abc.net.au/news/elections/federal/2019/guide/fras/,Fraser,VIC
417,WATTS Tim,Australian Labor Party,https://www.abc.net.au/news/elections/federal/2019/guide/gell/,Gellibrand,VIC
418,THOMAS Bernadette,The Greens (VIC),https://www.abc.net.au/news/elections/federal/2019/guide/gell/,Gellibrand,VIC
419,MITCHELL Anthony,Liberal,https://www.abc.net.au/news/elections/federal/2019/guide/gell/,Gellibrand,VIC
420,BENTLEY Lisa Maree,United Australia Party,https://www.abc.net.au/news/elections/federal/2019/guide/gell/,Gellibrand,VIC
421,SNELLING David,"Shooters, Fishers and Farmers",https://www.abc.net.au/news/elections/federal/2019/guide/gipp/,Gippsland,VIC
422,TICKNER Neville Phillip,FRASER ANNING'S CONSERVATIVE NATIONAL PARTY,https://www.abc.net.au/news/elections/federal/2019/guide/gipp/,Gippsland,VIC
423,BREWER Kerri Jane,United Australia Party,https://www.abc.net.au/news/elections/federal/2019/guide/gipp/,Gippsland,VIC
424,HOLM Antoinette,Australian Labor Party,https://www.abc.net.au/news/elections/federal/2019/guide/gipp/,Gippsland,VIC
425,BUCKLEY Sonia,Independent,https://www.abc.net.au/news/elections/federal/2019/guide/gipp/,Gippsland,VIC
426,CHESTER Darren,The Nationals,https://www.abc.net.au/news/elections/federal/2019/guide/gipp/,Gippsland,VIC
427,FOSKEY Deb,The Greens (VIC),https://www.abc.net.au/news/elections/federal/2019/guide/gipp/,Gippsland,VIC
428,CONNOLLY Wayne,United Australia Party,https://www.abc.net.au/news/elections/federal/2019/guide/gold/,Goldstein,VIC
429,HOULT Brandon James,Sustainable Australia,https://www.abc.net.au/news/elections/federal/2019/guide/gold/,Goldstein,VIC
430,POLLOCK Daniel,Australian Labor Party,https://www.abc.net.au/news/elections/federal/2019/guide/gold/,Goldstein,VIC
431,PENNICUIK Sue,The Greens (VIC),https://www.abc.net.au/news/elections/federal/2019/guide/gold/,Goldstein,VIC
432,WILSON Tim,Liberal,https://www.abc.net.au/news/elections/federal/2019/guide/gold/,Goldstein,VIC
433,CASLEY John Tiger,Independent,https://www.abc.net.au/news/elections/federal/2019/guide/gold/,Goldstein,VIC
434,TURTON Richard,United Australia Party,https://www.abc.net.au/news/elections/federal/2019/guide/gort/,Gorton,VIC
435,BINGHAM Jarrod,Independent,https://www.abc.net.au/news/elections/federal/2019/guide/gort/,Gorton,VIC
436,SINGH Harkirat,The Greens (VIC),https://www.abc.net.au/news/elections/federal/2019/guide/gort/,Gorton,VIC
437,O'CONNOR Brendan,Australian Labor Party,https://www.abc.net.au/news/elections/federal/2019/guide/gort/,Gorton,VIC
438,DI NOIA Nathan,Liberal,https://www.abc.net.au/news/elections/federal/2019/guide/gort/,Gorton,VIC
439,BALL Jason,The Greens (VIC),https://www.abc.net.au/news/elections/federal/2019/guide/higg/,Higgins,VIC
440,MORAN Michaela,Sustainable Australia,https://www.abc.net.au/news/elections/federal/2019/guide/higg/,Higgins,VIC
441,WALKER Alicia,Animal Justice Party,https://www.abc.net.au/news/elections/federal/2019/guide/higg/,Higgins,VIC
442,ALLEN Katie,Liberal,https://www.abc.net.au/news/elections/federal/2019/guide/higg/,Higgins,VIC
443,McLEOD Fiona,Australian Labor Party,https://www.abc.net.au/news/elections/federal/2019/guide/higg/,Higgins,VIC
444,RYAN Tim,United Australia Party,https://www.abc.net.au/news/elections/federal/2019/guide/higg/,Higgins,VIC
445,BYRNE Anthony,Australian Labor Party,https://www.abc.net.au/news/elections/federal/2019/guide/holt/,Holt,VIC
446,WHEELOCK Jess,The Greens (VIC),https://www.abc.net.au/news/elections/federal/2019/guide/holt/,Holt,VIC
447,SINGH Jatinder,United Australia Party,https://www.abc.net.au/news/elections/federal/2019/guide/holt/,Holt,VIC
448,VAN DEN BROEK Jennifer,Liberal,https://www.abc.net.au/news/elections/federal/2019/guide/holt/,Holt,VIC
449,LUAN Jin,United Australia Party,https://www.abc.net.au/news/elections/federal/2019/guide/hoth/,Hotham,VIC
450,O'NEIL Clare,Australian Labor Party,https://www.abc.net.au/news/elections/federal/2019/guide/hoth/,Hotham,VIC
451,HUA George,Liberal,https://www.abc.net.au/news/elections/federal/2019/guide/hoth/,Hotham,VIC
452,GONSALVEZ Jess,The Greens (VIC),https://www.abc.net.au/news/elections/federal/2019/guide/hoth/,Hotham,VIC
453,DORIAN Peter,Rise Up Australia Party,https://www.abc.net.au/news/elections/federal/2019/guide/hoth/,Hotham,VIC
454,BILIC Dennis,Sustainable Australia,https://www.abc.net.au/news/elections/federal/2019/guide/hoth/,Hotham,VIC
455,ROBINSON Helen,The Greens (VIC),https://www.abc.net.au/news/elections/federal/2019/guide/indi/,Indi,VIC
456,WHALLEY Jason Peter,Derryn Hinch's Justice Party,https://www.abc.net.au/news/elections/federal/2019/guide/indi/,Indi,VIC
457,HAINES Helen,Independent,https://www.abc.net.au/news/elections/federal/2019/guide/indi/,Indi,VIC
458,MARTIN Steve,Liberal,https://www.abc.net.au/news/elections/federal/2019/guide/indi/,Indi,VIC
459,BYATT Mark,The Nationals,https://www.abc.net.au/news/elections/federal/2019/guide/indi/,Indi,VIC
460,WHEATLAND Shane,United Australia Party,https://www.abc.net.au/news/elections/federal/2019/guide/indi/,Indi,VIC
461,KERR Eric,Australian Labor Party,https://www.abc.net.au/news/elections/federal/2019/guide/indi/,Indi,VIC
462,SAMIOTIS Kim,The Greens (VIC),https://www.abc.net.au/news/elections/federal/2019/guide/isaa/,Isaacs,VIC
463,HEARN Jeremy,Liberal,https://www.abc.net.au/news/elections/federal/2019/guide/isaa/,Isaacs,VIC
464,PUVIMANASINGHE Ash,Rise Up Australia Party,https://www.abc.net.au/news/elections/federal/2019/guide/isaa/,Isaacs,VIC
465,CURRIE Bronwyn,Animal Justice Party,https://www.abc.net.au/news/elections/federal/2019/guide/isaa/,Isaacs,VIC
466,DREYFUS Mark,Australian Labor Party,https://www.abc.net.au/news/elections/federal/2019/guide/isaa/,Isaacs,VIC
467,SEALS Tony,United Australia Party,https://www.abc.net.au/news/elections/federal/2019/guide/isaa/,Isaacs,VIC
468,RIGONI Maria Marcia,United Australia Party,https://www.abc.net.au/news/elections/federal/2019/guide/jaga/,Jagajaga,VIC
469,THWAITES Kate,Australian Labor Party,https://www.abc.net.au/news/elections/federal/2019/guide/jaga/,Jagajaga,VIC
470,TRUSCOTT Jeff,Rise Up Australia Party,https://www.abc.net.au/news/elections/federal/2019/guide/jaga/,Jagajaga,VIC
