mntl_bh_p_me_2_rate_3_11_7_13, mntl_bh_f_me_3_rrmse_3_11_7_13, mntl_bh_p_me_3_rrmse_3_11_7_13, mntl_bh_p_me_1_no_3_11_7_13, area_code, mntl_bh_f_me_2_rate_3_11_7_13, mntl_bh_m_me_2_rate_3_11_7_13, mntl_bh_f_me_1_no_3_11_7_13, mntl_bh_m_me_1_no_3_11_7_13, mntl_bh_m_me_3_rrmse_3_11_7_13
13.1308832970512,3.0,3.0,1401.69459759979,121041417,12.9609504062696,13.3338074349974,739.295859161393,662.398738438397,3.0
12.4609889218701,3.0,3.0,2585.97845778602,122011418,12.4532587224004,12.4795442181556,1312.5701037144,1273.40835407162,3.0
12.4609889218701,3.0,3.0,2772.55932451398,122011419,12.4532587224004,12.4795442181556,1407.2733162856,1365.28600822838,3.0
12.1947243109346,3.0,3.0,2877.574472,120031390,13.8622115441302,10.530395177226,1676.4521235,1201.1223485,3.0
11.7968703888133,3.0,3.0,1565.54999563751,122021420,11.5533103391251,12.0382406905658,769.426576253256,796.123419384251,3.0
11.4887435829845,3.0,3.0,1222.94768798998,122021421,11.3915299313935,11.5647228793073,610.955381861289,611.99230612869,3.0
11.7968703888133,3.0,3.0,1655.66282746249,122021422,11.5533103391251,12.0382406905658,813.714658946744,841.948168515749,3.0
11.4887435829845,3.0,3.0,2617.46989241002,122021423,11.3915299313935,11.5647228793073,1307.62528383871,1309.84460857131,3.0
13.3507183896815,3.0,3.0,1902.1348512,125031480,15.9641588925147,10.7974770803895,1115.1770412,786.95781,3.0
12.6203762832793,3.0,3.0,2348.58611546632,125031481,15.3589493541134,9.94759591924766,1401.60011952992,946.985995936391,3.0
10.4122785670049,3.0,3.0,2532.5977084,125031482,12.485149137824,8.32303610502968,1537.8220285,994.7756799,3.0
12.6203762832793,3.0,3.0,2359.52773343368,125031483,15.3589493541134,9.94759591924766,1408.12990907008,951.397824363609,3.0
12.0774780157552,3.0,3.0,2671.3970053,120031391,13.8490401186918,10.1909946734991,1597.1864341,1074.2105712,3.0
11.7938958426679,3.0,3.0,2370.21853219968,122031429,11.5700459873337,11.9979042487671,1159.17420476205,1211.04432743764,3.0
11.7938958426679,3.0,3.0,1959.5120924897,122031430,11.5700459873337,11.9979042487671,958.314957323943,1001.19713516576,3.0
12.0984802200583,3.0,3.0,2830.49408049844,122031431,12.0647499145901,12.0846980153436,1428.00341436901,1402.49066612944,3.0
11.0963981572169,3.0,3.0,408.551567004077,122031432,10.9458540064334,11.1947021040758,200.7551649375,207.796402066577,3.0
11.0647440594922,3.0,3.0,1351.59543717182,123011433,12.870988877528,9.25330867094868,785.692903790057,565.902533381762,3.0
15.488057341925,3.0,3.0,697.667794884724,601031018,17.8735961897013,12.8601266764165,420.533466183337,277.134328701387,3.0
15.1410155387488,3.0,3.0,792.328379083506,601031019,18.810036567907,11.2391769263265,507.492497027011,284.835882056494,3.0
17.967157013442,3.0,3.0,1119.8036422,601031020,19.5164301878034,16.2712369981143,608.9212112,510.882431,3.0
10.9958563020898,3.0,3.0,1091.66347489247,120031392,12.7308832909244,9.1605375609295,653.560333181743,438.103141710732,3.0
12.2988767255785,3.0,3.0,2049.79397726319,123021441,15.2557274730162,9.29804572630089,1277.044553493,772.749423770198,3.0
13.1281895801644,3.0,3.0,1310.49043695246,601041023,13.160192228544,13.0891626458584,678.557248505199,631.933188447265,3.0
13.5497883815522,3.0,3.0,950.895169462634,601041024,13.0987325974022,13.9624368152762,469.608521880866,481.286647581768,3.0
13.5497883815522,3.0,3.0,0.0,601041025,13.0987325974022,13.9624368152762,0.0,0.0,3.0
10.9958563020898,3.0,3.0,1907.23933250753,120031393,12.7308832909244,9.1605375609295,1141.83171121826,765.407621289268,3.0
12.843009610803,3.0,3.0,2014.0061725155,123031447,13.7058075748565,11.9665330645248,1063.84625762297,950.15991489253,3.0
11.2631975448827,3.0,3.0,1002.39297417501,123031448,14.72014253836,7.97733310691063,635.371163123976,367.02181105103,3.0
15.9106269509301,3.0,3.0,905.71314185671,124011449,17.2499110213244,14.4918083985443,509.531046137507,396.182095719203,3.0
11.6540424204175,3.0,3.0,2274.7240309,124011450,11.6447498004485,11.6045267087455,1138.2097435,1136.5142874,3.0
12.9071994759616,3.0,3.0,3.74484506361294,124011451,13.2695214951393,12.4709157754944,1.97240088981863,1.77244417379431,3.0
15.9106269509301,3.0,3.0,2142.01240944329,124011452,17.2499110213244,14.4918083985443,1205.04139046249,936.971018980797,3.0
12.9071994759616,3.0,3.0,1482.02243392482,124011453,13.2695214951393,12.4709157754944,780.577652145723,701.444781779099,3.0
